Material,SAP Description,Product Family,Family,Finance Category,FinCatDes,Product Category,Division,Lifecycle,Alias,Launch,EOL,SW,Metric1,Metric Comment
58881,WIRELESS MUSIC SYSTEM HOMEWIDE PACK WHT,HED00356,SOUNDTOUCH 20 SERIES III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,Maturity,LOVEJOY ST20,1/1/2015,,sm2.stu,PartsNoLongerAvailDate,
58882,WIRELESS MUSIC SYSTEM HOMEWIDE PACK BLK,HED00355,SOUNDTOUCH 10,1PWIFI,One Piece WIFI,Wireless Speakers,CED,Decline,RHINO,1/1/2015,,rhino.sm2.stu,Sales%,
58883,WIRELESS MUSIC SYSTEM VALUE PACK WHT,HED00355,SOUNDTOUCH 10,1PWIFI,One Piece WIFI,Wireless Speakers,CED,Decline,RHINO,1/1/2015,,rhino.sm2.stu,Sales%,
58884,WIRELESS MUSIC SYSTEM VALUE PACK BLK,HED00355,SOUNDTOUCH 10,1PWIFI,One Piece WIFI,Wireless Speakers,CED,Decline,RHINO,1/1/2015,,rhino.sm2.stu,Sales%,
58931,SOUNDTOUCH 20 SIII WIRELESS PACK BLK,HED00355,SOUNDTOUCH 10,1PWIFI,One Piece WIFI,Wireless Speakers,CED,Decline,LOVEJOY ST20,9/10/2015,,sm2.stu,Sales%,
58933,SOUNDTOUCH 20 SIII WIRELESS PACK WHT,HED00355,SOUNDTOUCH 10,1PWIFI,One Piece WIFI,Wireless Speakers,CED,Decline,LOVEJOY ST20,9/10/2015,,sm2.stu,Sales%,
58934,SOUNDTOUCH 30 SIII WIRELESS PACK BLK,HED00355,SOUNDTOUCH 10,1PWIFI,One Piece WIFI,Wireless Speakers,CED,Decline,MOJO,10/10/2013,10/2/2014,scm.stu,Sales%,
58935,SOUNDTOUCH 30 SIII WIRELESS PACK WHT,HED00355,SOUNDTOUCH 10,1PWIFI,One Piece WIFI,Wireless Speakers,CED,Decline,MOJO,10/10/2013,10/2/2014,scm.stu,Sales%,
58951,"ST SA4,201V",HED00303,SOUNDTOUCH SA4 AMPLIFIER,STEREOSPKR,Speakers and Amplifiers,Speakers,CED,Decline,COLIN,3/1/2004,10/1/2015,lisa.stu,Sales%,
59563,SOUNDTOUCH WRLSS LNK WEB INTRO,CED00001,SOUNDTOUCH WIRELESS LINK ADAPTER,1PWIFI,One Piece WIFI,Wireless Speakers,CED,Decline,BINKY,1/1/2016,,sm2.stu,Sales%,
59660,SOUNDTOUCH 10 BLK W/DOT,HED00307,WI-FI ACCESSORIES,1PWIFI,One Piece WIFI,Wireless Speakers,CED,Decline,RHINO,9/10/2015,,rhino.sm2.stu,Sales%,
59661,SOUNDTOUCH 10 WHT W/DOT,HED00307,WI-FI ACCESSORIES,1PWIFI,One Piece WIFI,Wireless Speakers,CED,Decline,RHINO,9/10/2015,,rhino.sm2.stu,Sales%,
59791,Wireless Starter Pack,HED00355,SOUNDTOUCH 10,1PWIFI,One Piece WIFI,Wireless Speakers,CED,Decline,RHINO,1/1/2015,,rhino.sm2.stu,Sales%,
60031,191 REPLACEMENT PROGRAM,HED00049,191,STEREOINV,Invisible Speakers,Speakers,CED,End of Sales,HIDING DEUCE,5/1/2003,4/1/2017,N/A,Profit%,
60032,161 REPLACEMENT PROGRAM,HED00024,161,STEREOFLR,Floorstanding Speakers,Speakers,CED,Decline,DEUCE,8/1/2001,,N/A,Sales%,
60933,"HS 700, SURROUND SPK WHT",CED00020,Soundbar 700,SB11,SoundBar 1.1,Soundbars,CED,Introduction,PBB,10/1/2018,,speaker.bos,PartsNoLongerAvailDate,
60964,321 TO SOUNDBAR REPLACEMENT,HED00223,321,SB21,SoundBar 2.1,Soundbars,CED,End of Sales,,,,,Profit%,
365221,COMPANION 3 II 230 UK PURCHASE INCENTIVE,HED00212,CMM3,COMP-SPKR,Computer Speakers,Speakers,CED,End of Sales,ASTEROID,9/7/2006,11/1/2010,N/A,Profit%,
365222,COMPANION 3 II 230 EU PURCHASE INCENTIVE,HED00212,CMM3,COMP-SPKR,Computer Speakers,Speakers,CED,End of Sales,ASTEROID,9/7/2006,11/1/2010,N/A,Profit%,
365223,COMPANION 5 230V UK PURCHASE INCENTIVE,HED00213,CMM5,COMP-SPKR,Computer Speakers,Speakers,CED,End of Sales,RISING STAR,9/7/2006,5/1/2018,N/A,Profit%,
365224,COMPANION 5 230V EU PURCHASE INCENTIVE,HED00213,CMM5,COMP-SPKR,Computer Speakers,Speakers,CED,End of Sales,RISING STAR,9/7/2006,5/1/2018,N/A,Profit%,
251169-1219S,"AM5P4,120V,BLK,MEX,SERVICE",HED00012,AM5,STEREOFLR,Floorstanding Speakers,Speakers,CED,End of Service Life,,1/1/2000,1/1/2004,,ComplianceDate,
269900-131R,WAVE MUSIC SYS SLV US 120V FR,HED00238,AWRC,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Sales,,8/1/2004,6/30/2012,,Profit%,
269900-231R,"WAVE MUSIC SYS SLV, EU 230V,FR",HED00238,AWRC,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Sales,,8/1/2004,6/30/2012,,Profit%,
269900-3310,"WAVE MUSIC SYS SILVER, 100V",HED00238,AWRC,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Sales,,8/1/2004,4/30/2012,,Profit%,
269900-431R,"WAVE MUSIC SYS SLV, UK 230V,FR",HED00238,AWRC,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Sales,,8/1/2004,6/30/2012,,Profit%,
269900-7310,"WAVE MUSIC SYS, SILVER,230V AP",HED00238,AWRC,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Sales,,8/1/2004,4/30/2012,,Profit%,
269900-731R,"WAVE MUSIC SYS SLV, 230V AP,FR",HED00238,AWRC,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Sales,,8/1/2004,4/1/2012,,Profit%,
269900-8310,WAVE MUSIC SYS SILVER 120V AIM,HED00238,AWRC,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Sales,,8/1/2004,3/31/2012,,Profit%,
277378-1100,SOUNDDOCK DIGITL MUSIC BK 120V,HED00220,POD1,DMS,iPod Speakers,Speakers,CED,End of Sales,FIREBIRD,9/1/2004,4/30/2013,N/A,Profit%,
277378-110R,SOUNDDOCK DGTL MUSC BK 120V FR,HED00220,POD1,DMS,iPod Speakers,Speakers,CED,End of Sales,FIREBIRD,9/1/2004,6/1/2015,N/A,Profit%,
277378-2100,SOUNDDOCK DIGITL MUSIC BK 230V,HED00220,POD1,DMS,iPod Speakers,Speakers,CED,End of Service Life,FIREBIRD,9/1/2004,10/7/2008,N/A,ComplianceDate,
277378-210R,SOUNDDOCK DGTL MUSC BK 230V FR,HED00220,POD1,DMS,iPod Speakers,Speakers,CED,End of Sales,FIREBIRD,9/1/2004,6/1/2015,N/A,Profit%,
277378-2110,SOUNDDOCK DIGITL MUSIC BK 230V,HED00220,POD1,DMS,iPod Speakers,Speakers,CED,End of Sales,FIREBIRD,9/1/2004,8/31/2011,N/A,Profit%,
279087-130R,"MULTI-CD CHNGR,SLV,US,120V ,FR",HED00240,WRCH,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Sales,BALLPARK,1/1/2004,6/30/2012,N/A,Profit%,
279087-2100,"MULTI-CD CHANGER,230V,EuP,GRPHT",HED00240,WRCH,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Sales,BALLPARK,1/1/2004,4/30/2012,N/A,Profit%,
279087-210R,"MULTI-CD CHNGR,230V,EuP,GRPH,FR",HED00240,WRCH,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Sales,BALLPARK,1/1/2004,6/30/2012,N/A,Profit%,
279087-2200,"MULTI-CD CHANGER,230V,EuP,PLAT",HED00240,WRCH,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Sales,BALLPARK,1/1/2004,4/30/2012,N/A,Profit%,
279087-220R,"MULTI-CD CHNGR,230V,EuP,WHT,FR",HED00240,WRCH,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Sales,BALLPARK,1/1/2004,6/30/2012,N/A,Profit%,
279087-2300,"MULTI-CD CHANGER,230V,EuP,SLV",HED00240,WRCH,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Sales,BALLPARK,1/1/2004,4/30/2012,N/A,Profit%,
279087-230R,"MULTI-CD CHNGR,SLV,230V EU,FR",HED00240,WRCH,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Sales,BALLPARK,1/1/2004,3/31/2012,N/A,Profit%,
279087-231R,"MULTI-CD CHNGR,230V,EuP,SLV,FR",HED00240,WRCH,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Sales,BALLPARK,1/1/2004,6/30/2012,N/A,Profit%,
279087-3300,"MULTI-CD CHNGR,SLV,JAPAN,100V",HED00240,WRCH,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Sales,BALLPARK,1/1/2004,4/30/2012,N/A,Profit%,
279087-410R,MULTI-CD CHANGER GRPHT 230V AP FR,HED00240,WRCH,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Sales,BALLPARK,1/1/2004,3/1/2016,N/A,Profit%,
279087-4300,"MULTI-CD CHANGER,230V,AP,SLV",HED00240,WRCH,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Sales,BALLPARK,1/1/2004,4/30/2012,N/A,Profit%,
279087-430R,MULTI-CD CHANGER SLV UK 230V FR,HED00240,WRCH,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Sales,BALLPARK,1/1/2004,3/1/2016,N/A,Profit%,
296209-121,"AWII CD Changer Graphit e,120V",HED00233,AWCH,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Sales,FRANK,8/28/2006,10/1/2015,N/A,Profit%,
297562-300R,COMPANION 2 II 100V FR,HED00211,CMM2,COMP-SPKR,Computer Speakers,Speakers,CED,End of Sales,VEGA 2,9/7/2006,4/1/2018,N/A,Profit%,
297954-411R,"LIFESTYLE V30,UK,230,BLK,RM",HED00245,LV30,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End Of Sales,CLAUDIUS,10/11/2007,8/1/2010,N/A,Profit%,
297954-821R,LS V30 HT 220V WHT EuP FR,HED00245,LV30,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End Of Sales,CLAUDIUS,10/11/2007,4/1/2016,N/A,Profit%,
300657-2110,SOUNDDOCK PORTABLE 230V EU/UK BLK,HED00244,SDP1,DMS,iPod Speakers,Speakers,CED,End Of Sales,,9/17/2007,12/31/2014,,Profit%,
300657-510R,SOUNDDOCK PORTABLE 240V AP BLK FR,HED00244,SDP1,DMS,iPod Speakers,Speakers,CED,End Of Sales,,9/17/2007,6/1/2015,,Profit%,
301373-006,"REMOTE CNTRL,IR,MAX,6FUNC,GRN",HED00290,POD3,DMS,iPod Speakers,Speakers,CED,End Of Sales,,,4/1/2017,,Profit%,
301373-007,"REMOTE CNTRL,IR,MAX,6FUNC,ORG",HED00290,POD3,DMS,iPod Speakers,Speakers,CED,End Of Sales,,,4/1/2017,,Profit%,
304173-7140,LS38 IV DVD SYS BLK AP R4 DUAL,HED00189,LS38,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End of Sales,FEDX,8/1/2007,3/31/2014,FX_CON.iso,Profit%,
304173-7240,LS38 IV DVD SYS WHT AP R4 DUAL,HED00189,LS38,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End of Service Life,FEDX,8/1/2007,4/30/2011,FX_CON.iso,ComplianceDate,
304173-8120,LS 38 IV HT 220V BLK RC2 EuP,HED00189,LS38,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End of Sales,FEDX,8/1/2007,3/31/2012,FX_CON.iso,Profit%,
304173-812R,LS 38 IV HT 220V BLK RC2 EuP FR,HED00189,LS38,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End of Sales,FEDX,8/1/2007,6/1/2015,FX_CON.iso,Profit%,
304173-8220,LS 38 IV HT 220V WHT RC2 EuP,HED00189,LS38,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End of Sales,FEDX,8/1/2007,3/31/2012,FX_CON.iso,Profit%,
304173-822R,LS 38 IV HT 220V WHT RC2 EuP FR,HED00189,LS38,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End of Sales,FEDX,8/1/2007,4/1/2016,FX_CON.iso,Profit%,
304174-7140,LS48 IV DVD SYS BLK AP R4 DUAL,HED00191,LS48,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End of Sales,FEDX,8/1/2007,9/30/2012,FX_CON.iso,Profit%,
304174-7240,LS48 IV DVD SYS WHT AP R4 DUAL,HED00191,LS48,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End of Sales,FEDX,8/1/2007,9/30/2012,FX_CON.iso,Profit%,
304174-8120,LS 48 IV HT 220V BLK RC2 EuP,HED00191,LS48,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End of Sales,FEDX,8/1/2007,3/31/2012,FX_CON.iso,Profit%,
304174-812R,LS 48 IV HT 220V BLK RC2 EuP FR,HED00191,LS48,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End of Sales,FEDX,8/1/2007,6/1/2015,FX_CON.iso,Profit%,
304174-8220,LS 48 IV HT 220V WHT RC2 EuP,HED00191,LS48,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End of Sales,FEDX,8/1/2007,3/31/2012,FX_CON.iso,Profit%,
304174-822R,LS 48 IV HT 220V WHT RC2 EuP FR,HED00191,LS48,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End of Sales,FEDX,8/1/2007,6/1/2015,FX_CON.iso,Profit%,
304182-210R,"SYS ASY,AWMS-DAB WH UK230V  RM",HED00064,AWAC,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Sales,,,3/31/2012,,Profit%,
304182-220R,SYS ASY AWMS-DAB GR UK230V RM,HED00064,AWAC,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Sales,,,3/31/2012,,Profit%,
304182-230R,SYS ASY AWMS-DAB SLV UK230V,HED00064,AWAC,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Sales,,,3/31/2012,,Profit%,
309220-1100,Portable Music Pack 120V blk BD,HED00257,SDPB,DMS,iPod Speakers,Speakers,CED,End Of Sales,,,12/31/2010,,Profit%,
309220-2100,Portable Music Pack 230V blk,HED00257,SDPB,DMS,iPod Speakers,Speakers,CED,End of Service Life,,9/17/2007,4/30/2010,,ComplianceDate,
309505-1300,SOUNDDOCK-10 DMS 120V SILVER,HED00259,SD10,DMS,iPod Speakers,Speakers,CED,End Of Sales,BRIDGE/BIG MAX,9/15/2009,4/30/2013,,Profit%,
309505-130R,"SOUNDDOCK-10 DMS 120V SILVER,FR",HED00259,SD10,DMS,iPod Speakers,Speakers,CED,End Of Sales,BRIDGE/BIG MAX,9/15/2009,6/1/2015,,Profit%,
309505-130S,"SOUNDDOCK-10 DMS 120V SILVER,Service",HED00259,SD10,DMS,iPod Speakers,Speakers,CED,End Of Sales,BRIDGE/BIG MAX,9/15/2009,4/1/2013,,Profit%,
309505-1310,SOUNDDOCK-10 DMS 120V SILVER BT,HED00259,SD10,DMS,iPod Speakers,Speakers,CED,End Of Sales,BRIDGE/BIG MAX,9/15/2009,8/31/2012,,Profit%,
309505-1320,SOUNDDOCK 10 BT DMS SLV 120V US,HED00259,SD10,DMS,iPod Speakers,Speakers,CED,End Of Sales,BRIDGE/BIG MAX,9/13/2012,12/31/2014,,Profit%,
309505-132R,SOUNDDOCK 10 BT DMS SLV 120V US FR,HED00259,SD10,DMS,iPod Speakers,Speakers,CED,End Of Sales,BRIDGE/BIG MAX,9/13/2012,6/1/2015,,Profit%,
309505-1330,SOUNDDOCK 10 BT DMS CLUB SLV 120V US,HED00259,SD10,DMS,iPod Speakers,Speakers,CED,End Of Sales,BRIDGE/BIG MAX,9/13/2012,12/31/2014,,Profit%,
309505-2300,SOUNDDOCK-10 DMS 230V EU SILVER,HED00259,SD10,DMS,iPod Speakers,Speakers,CED,End Of Sales,BRIDGE/BIG MAX,9/15/2009,8/31/2012,,Profit%,
309505-2310,SOUNDDOCK-10 DMS NBT 230V EU SILVER,HED00259,SD10,DMS,iPod Speakers,Speakers,CED,End Of Sales,BRIDGE/BIG MAX,9/15/2009,8/31/2012,,Profit%,
309505-231R,SOUNDDOCK-10 DMS NBT 230V EU SILVER FR,HED00259,SD10,DMS,iPod Speakers,Speakers,CED,End Of Sales,BRIDGE/BIG MAX,9/15/2009,6/1/2015,,Profit%,
309505-2320,SOUNDDOCK 10 BT DMS SLV 230V EU,HED00259,SD10,DMS,iPod Speakers,Speakers,CED,End Of Sales,BRIDGE/BIG MAX,9/13/2012,12/31/2014,,Profit%,
309505-232R,SOUNDDOCK 10 BT DMS SLV 230V EU FR,HED00259,SD10,DMS,iPod Speakers,Speakers,CED,End Of Sales,BRIDGE/BIG MAX,9/13/2012,6/1/2015,,Profit%,
309505-3300,SOUNDDOCK-10 DMS 100V SILVER,HED00259,SD10,DMS,iPod Speakers,Speakers,CED,End Of Sales,BRIDGE/BIG MAX,9/15/2009,8/31/2012,,Profit%,
309505-3320,SOUNDDOCK 10 BT DMS SLV 100V JP,HED00259,SD10,DMS,iPod Speakers,Speakers,CED,End Of Sales,BRIDGE/BIG MAX,9/13/2012,12/31/2014,,Profit%,
309505-4300,SOUNDDOCK-10 DMS AP 230V SILVER,HED00259,SD10,DMS,iPod Speakers,Speakers,CED,End Of Sales,BRIDGE/BIG MAX,9/15/2009,8/31/2012,,Profit%,
309505-430R,SOUNDDOCK-10 DMS AP 230V SILVER FR,HED00259,SD10,DMS,iPod Speakers,Speakers,CED,End Of Sales,BRIDGE/BIG MAX,9/15/2009,4/1/2013,,Profit%,
309505-4320,SOUNDDOCK 10 BT DMS SLV 240V AP,HED00259,SD10,DMS,iPod Speakers,Speakers,CED,End Of Sales,BRIDGE/BIG MAX,9/13/2012,12/31/2014,,Profit%,
309505-432R,SOUNDDOCK 10 BT DMS SLV 240V AP FR,HED00259,SD10,DMS,iPod Speakers,Speakers,CED,End Of Sales,BRIDGE/BIG MAX,9/13/2012,6/1/2015,,Profit%,
309505-5300,SOUNDDOCK-10 DMS AP DUAL SILVER,HED00259,SD10,DMS,iPod Speakers,Speakers,CED,End Of Sales,BRIDGE/BIG MAX,9/15/2009,8/31/2012,,Profit%,
309651-006,"GRILLE,GREEN",HED00290,POD3,DMS,iPod Speakers,Speakers,CED,End Of Sales,,,4/1/2017,,Profit%,
309651-007,"GRILLE,ORANGE",HED00290,POD3,DMS,iPod Speakers,Speakers,CED,End Of Sales,,,4/1/2017,,Profit%,
309651-008,"GRILLE,PURPLE",HED00290,POD3,DMS,iPod Speakers,Speakers,CED,End Of Sales,,,4/1/2017,,Profit%,
309651-009,"GRILLE,BLUE",HED00290,POD3,DMS,iPod Speakers,Speakers,CED,End Of Sales,,,4/1/2017,,Profit%,
310583-1100,"SoundDock Series II, 120V, Black",HED00220,POD1,DMS,iPod Speakers,Speakers,CED,End of Sales,REFRAME,9/8/2008,3/31/2013,N/A,Profit%,
310583-110R,"SoundDock Series II, 120V, Black, FR",HED00220,POD1,DMS,iPod Speakers,Speakers,CED,End of Sales,REFRAME,9/8/2008,6/1/2015,N/A,Profit%,
310583-110S,"SoundDock Series II, 120V, Black, Servic",HED00220,POD1,DMS,iPod Speakers,Speakers,CED,End of Sales,REFRAME,9/8/2008,11/12/2014,N/A,Profit%,
310583-1120,SOUNDDOCK SERIES II BLK 120V US,HED00220,POD1,DMS,iPod Speakers,Speakers,CED,End of Sales,REFRAME,9/8/2008,12/31/2014,N/A,Profit%,
310583-1130,"SOUNDDOCK SERIES III,120V,BLK US",HED00290,POD3,DMS,iPod Speakers,Speakers,CED,End Of Sales,PHOENIX,12/7/2012,12/25/2016,N/A,Profit%,
310583-113R,SOUNDDOCK SERIES III BLK 120V US FR,HED00290,POD3,DMS,iPod Speakers,Speakers,CED,End Of Sales,PHOENIX,12/7/2012,6/25/2017,N/A,Profit%,
310583-113S,SOUNDDOCK SERIES III BLK 120V US RR,HED00290,POD3,DMS,iPod Speakers,Speakers,CED,End Of Sales,PHOENIX,12/7/2012,12/25/2016,N/A,Profit%,
310583-1200,SOUNDDOCK SERIES II WHT 120V,HED00220,POD1,DMS,iPod Speakers,Speakers,CED,End of Sales,REFRAME,9/8/2008,4/30/2013,N/A,Profit%,
310583-120R,SOUNDDOCK SERIES II WHT 120V FR,HED00220,POD1,DMS,iPod Speakers,Speakers,CED,End of Sales,REFRAME,9/8/2008,6/1/2015,N/A,Profit%,
310583-1300,"SoundDock Series II, 120V, Silver",HED00220,POD1,DMS,iPod Speakers,Speakers,CED,End of Sales,REFRAME,9/8/2008,3/31/2013,N/A,Profit%,
310583-130R,"SYS,SNDDK SER II,120V,SLVR,FR",HED00220,POD1,DMS,iPod Speakers,Speakers,CED,End of Sales,REFRAME,,6/1/2015,N/A,Profit%,
310583-1320,SOUNDDOCK SERIES II SLV 120V US,HED00220,POD1,DMS,iPod Speakers,Speakers,CED,End of Sales,REFRAME,9/8/2008,4/30/2013,N/A,Profit%,
310583-1400,SOUNDDOCK SERIES II RED 120V US,HED00220,POD1,DMS,iPod Speakers,Speakers,CED,End of Sales,REFRAME,9/8/2008,3/31/2013,N/A,Profit%,
310583-140R,SOUNDDOCK SERIES II RED 120V US FR,HED00220,POD1,DMS,iPod Speakers,Speakers,CED,End of Sales,REFRAME,9/8/2008,6/1/2015,N/A,Profit%,
310583-1630,SOUNDDOCK SERIES III GRN 120V US,HED00290,POD3,DMS,iPod Speakers,Speakers,CED,End Of Sales,PHOENIX,12/7/2012,4/30/2014,N/A,Profit%,
310583-163R,SOUNDDOCK SERIES III GRN 120V US FR,HED00290,POD3,DMS,iPod Speakers,Speakers,CED,End Of Sales,PHOENIX,12/7/2012,6/1/2015,N/A,Profit%,
310583-1730,SOUNDDOCK SERIES III ORG 120V US,HED00290,POD3,DMS,iPod Speakers,Speakers,CED,End Of Sales,PHOENIX,12/7/2012,4/30/2014,N/A,Profit%,
310583-173R,SOUNDDOCK SERIES III ORG 120V US FR,HED00290,POD3,DMS,iPod Speakers,Speakers,CED,End Of Sales,PHOENIX,12/7/2012,6/1/2015,N/A,Profit%,
310583-1830,SOUNDDOCK SERIES III PUR 120V US,HED00290,POD3,DMS,iPod Speakers,Speakers,CED,End Of Sales,PHOENIX,12/7/2012,4/30/2014,N/A,Profit%,
310583-183R,SOUNDDOCK SERIES III PUR 120V US FR,HED00290,POD3,DMS,iPod Speakers,Speakers,CED,End Of Sales,PHOENIX,12/7/2012,6/1/2015,N/A,Profit%,
310583-1930,SOUNDDOCK SERIES III BLU 120V US,HED00290,POD3,DMS,iPod Speakers,Speakers,CED,End Of Sales,PHOENIX,12/7/2012,4/30/2014,N/A,Profit%,
310583-193R,SOUNDDOCK SERIES III BLU 120V US FR,HED00290,POD3,DMS,iPod Speakers,Speakers,CED,End Of Sales,PHOENIX,12/7/2012,6/1/2015,N/A,Profit%,
310583-2100,"SoundDock Series II, 230V, Black",HED00220,POD1,DMS,iPod Speakers,Speakers,CED,End of Sales,REFRAME,9/8/2008,12/31/2014,N/A,Profit%,
310583-210R,"SoundDock Series II, 230V, Black, FR",HED00220,POD1,DMS,iPod Speakers,Speakers,CED,End of Sales,REFRAME,9/8/2008,6/1/2015,N/A,Profit%,
310583-2110,SOUNDDOCK SERIES II BLK 230V EU,HED00220,POD1,DMS,iPod Speakers,Speakers,CED,End of Sales,REFRAME,9/8/2008,12/31/2012,N/A,Profit%,
310583-2120,SOUNDDOCK SERIES II BLK 230V EU,HED00220,POD1,DMS,iPod Speakers,Speakers,CED,End of Sales,REFRAME,9/8/2008,12/31/2014,N/A,Profit%,
310583-2130,SOUNDDOCK SERIES III BLK 230V EU,HED00290,POD3,DMS,iPod Speakers,Speakers,CED,End Of Sales,PHOENIX,12/7/2012,12/25/2016,N/A,Profit%,
310583-213R,SOUNDDOCK SERIES III BLK 230V EU FR,HED00290,POD3,DMS,iPod Speakers,Speakers,CED,End Of Sales,PHOENIX,12/7/2012,6/25/2017,N/A,Profit%,
310583-2200,SOUNDDOCK SERIES II WHT 230V,HED00220,POD1,DMS,iPod Speakers,Speakers,CED,End of Sales,REFRAME,9/8/2008,8/31/2011,N/A,Profit%,
310583-220R,SOUNDDOCK SERIES II WHT 230V FR,HED00220,POD1,DMS,iPod Speakers,Speakers,CED,End of Sales,REFRAME,9/8/2008,6/1/2015,N/A,Profit%,
310583-2300,"SoundDock Series II, 230V, Silver",HED00220,POD1,DMS,iPod Speakers,Speakers,CED,End of Sales,REFRAME,9/8/2008,11/12/2014,N/A,Profit%,
310583-230R,"SYS,SNDDK SER II,230V,SLVR,FR",HED00220,POD1,DMS,iPod Speakers,Speakers,CED,End of Sales,REFRAME,,6/1/2015,N/A,Profit%,
310583-2310,SOUNDDOCK SERIES II SLV 230V EU,HED00220,POD1,DMS,iPod Speakers,Speakers,CED,End of Sales,REFRAME,9/8/2008,12/31/2012,N/A,Profit%,
310583-2320,SOUNDDOCK SERIES II SLV 230V EU,HED00220,POD1,DMS,iPod Speakers,Speakers,CED,End of Sales,REFRAME,9/8/2008,4/30/2013,N/A,Profit%,
310583-2410,SOUNDDOCK SERIES II RED 230V EU,HED00220,POD1,DMS,iPod Speakers,Speakers,CED,End of Sales,REFRAME,9/8/2008,3/31/2013,N/A,Profit%,
310583-2630,SOUNDDOCK SERIES III GRN 230V EU,HED00290,POD3,DMS,iPod Speakers,Speakers,CED,End Of Sales,PHOENIX,12/7/2012,4/30/2014,N/A,Profit%,
310583-263R,SOUNDDOCK SERIES III GRN 230V EU FR,HED00290,POD3,DMS,iPod Speakers,Speakers,CED,End Of Sales,PHOENIX,12/7/2012,6/1/2015,N/A,Profit%,
310583-2730,SOUNDDOCK SERIES III ORG 230V EU,HED00290,POD3,DMS,iPod Speakers,Speakers,CED,End Of Sales,PHOENIX,12/7/2012,4/30/2014,N/A,Profit%,
310583-273R,SOUNDDOCK SERIES III ORG 230V EU FR,HED00290,POD3,DMS,iPod Speakers,Speakers,CED,End Of Sales,PHOENIX,12/7/2012,6/1/2015,N/A,Profit%,
310583-2830,SOUNDDOCK SERIES III PUR 230V EU,HED00290,POD3,DMS,iPod Speakers,Speakers,CED,End Of Sales,PHOENIX,12/7/2012,4/30/2014,N/A,Profit%,
310583-283R,SOUNDDOCK SERIES III PUR 230V EU FR,HED00290,POD3,DMS,iPod Speakers,Speakers,CED,End Of Sales,PHOENIX,12/7/2012,6/1/2015,N/A,Profit%,
310583-2930,SOUNDDOCK SERIES III BLU 230V EU,HED00290,POD3,DMS,iPod Speakers,Speakers,CED,End Of Sales,PHOENIX,12/7/2012,4/30/2014,N/A,Profit%,
310583-293R,"SOUNDDOCK SERIES III BLU 230V EU,FR",HED00290,POD3,DMS,iPod Speakers,Speakers,CED,End Of Sales,PHOENIX,12/7/2012,6/1/2015,N/A,Profit%,
310583-3100,"SoundDock Series II, 100V Japan, Black",HED00220,POD1,DMS,iPod Speakers,Speakers,CED,End of Sales,REFRAME,9/8/2008,3/31/2013,N/A,Profit%,
310583-3120,SOUNDDOCK SERIES II BLK 100V JP,HED00220,POD1,DMS,iPod Speakers,Speakers,CED,End of Sales,REFRAME,9/8/2008,12/31/2014,N/A,Profit%,
310583-3130,SOUNDDOCK SERIES III BLK 100V JP,HED00290,POD3,DMS,iPod Speakers,Speakers,CED,End Of Sales,PHOENIX,12/7/2012,4/1/2016,N/A,Profit%,
